monomer_id	var_0_normalized_monomer_count	var_of_interest_normalized_monomer_count
ALPHACOMP-MONOMER[c]	0.0001766975265599497	8.900989694030584e-05
ALPHAGALACTOSID-MONOMER[c]	8.520143852954681e-06	4.92661492846773e-06
ALTRO-OXIDOREDUCT-MONOMER[c]	5.262877776329415e-06	1.6211793549850183e-06
ALTRODEHYDRAT-MONOMER[c]	1.3124011494242629e-05	6.375228524491125e-06
AMINEOXID-MONOMER[p]	3.071526023554225e-06	5.793147742367276e-07
AMP-NUCLEOSID-MONOMER[c]	0.00030857167932560244	0.00019805815189947475
AMPG-MONOMER[i]	4.221292020473085e-06	2.6640270222090327e-06
AMTB-MONOMER[m]	7.588084020122417e-06	1.9655195879311616e-06
AMYLOMALT-MONOMER[c]	1.9280088323300566e-05	1.0974996768147734e-05
ANSA-MONOMER[c]	9.685349201939921e-05	6.252402723047046e-05
APHA-MONOMER[p]	1.6482634677577166e-05	8.170668336928565e-06
APPA-MONOMER[p]	7.723081176155216e-06	4.0239834868138635e-06
APPB-MONOMER[i]	3.3086217637636013e-06	1.2438859012963612e-06
APPC-MONOMER[i]	3.831304103683387e-06	1.2690757910765735e-06
ARAE-MONOMER[i]	1.2662421236684728e-06	7.69368231343617e-07
ARAF-MONOMER[p]	1.202761540886616e-05	6.6689375229532654e-06
ARAG-MONOMER[c]	1.178955101133965e-05	7.030759543812738e-06
ARAH-MONOMER[m]	1.0986891004401026e-05	6.35985845622225e-06
ARAJ-MONOMER[i]	2.174411315941233e-06	1.0261916603012551e-06
ARCA-MONOMER[c]	0.0005844255547003008	0.0002723545392478738
ARCB-MONOMER[i]	2.3284741766855598e-07	1.7399457914689613e-07
ARCD-MONOMER[m]	5.50241546095275e-06	3.3863975376548523e-06
ARGDECARBOXBIO-MONOMER[p]	0.00013787408969080103	8.499306401633863e-05
ARGDECARBOXDEG-MONOMER[c]	2.5171805838301145e-06	4.3585827809964785e-08
ARGS-MONOMER[c]	0.000112203108772346	6.43976500617243e-05
ARGSUCCINLYA-MONOMER[c]	8.576961489596566e-05	6.446514841062187e-05
ARGSUCCINSYN-MONOMER[c]	0.0009605566777294826	0.000507919235831913
ARGT-MONOMER[p]	0.0001683326302446464	8.683145813551143e-05
AROA-MONOMER[c]	0.0002614334050084704	0.00014403746680166987
AROB-MONOMER[c]	1.3604707093308766e-05	4.964033299634505e-06
AROC-MONOMER[c]	7.353369998285032e-05	4.200670725108669e-05
AROE-MONOMER[c]	3.651694876078753e-05	1.814009487481577e-05
AROF-MONOMER[c]	5.523471865012087e-05	3.540956358412699e-05
AROG-MONOMER[c]	0.00027491161297047074	0.0001569820235022815
AROK-MONOMER[c]	0.0002104965091338188	9.572395774603235e-05
AROL-MONOMER[c]	1.752386661198215e-05	1.0788204456606345e-05
AROP-MONOMER[i]	3.4307213785553464e-05	1.7461440202052575e-05
ARSF-MONOMER[i]	3.2229864826372786e-06	1.12479726583078e-06
ARTI-MONOMER[p]	4.6050479581925585e-05	2.217584817411437e-05
ARTJ-MONOMER[p]	0.0006108135874095434	0.00030292534661556373
ARTM-MONOMER[i]	2.0905315116813557e-05	1.118433055036141e-05
ARTP-MONOMER[i]	5.0445958344600585e-05	2.6073242262347017e-05
ARTQ-MONOMER[i]	2.0129111433804448e-05	1.0138230184189724e-05
ARYLSULFAT-MONOMER[p]	4.078086415152329e-06	1.4415181569409923e-06
ASCF-MONOMER[i]	5.9168537543747035e-06	4.45018631322941e-06
ASL-MONOMER[c]	0.0003535043002079979	0.00022719212115643675
ASNS-MONOMER[c]	0.0007335759821123786	0.0004378098184427992
ASNSYNA-MONOMER[c]	0.000580491621649152	0.00030663448628937055
ASNSYNB-MONOMER[c]	0.00011126100950460124	6.155071296235622e-05
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER[c]	0.002277768412578037	0.0013264258248451759
ASPAMINOTRANS-MONOMER[c]	0.001743862063409117	0.001042963840387181
ASPARTASE-MONOMER[c]	3.096766502250621e-05	1.5130131095183782e-05
ASPCARBCAT-MONOMER[c]	0.0018789688908050078	0.0008869677319072361
ASPCARBREG-MONOMER[c]	0.0013416179481926136	0.0006429659125703856
ASPDECARBOX-MONOMER[c]	0.0007323672295782499	0.00035825791488917924
ASPKINIIHOMOSERDEHYDROGII-MONOMER[c]	2.6314828972206935e-05	1.4816033285615287e-05
ASPKINIII-MONOMER[c]	0.0002841299620707009	0.0001551421089175632
ASPS-MONOMER[c]	0.0002115810269890642	0.00012887359947838005
ATOA-MONOMER[c]	1.90770096513238e-05	8.486053973380503e-06
ATOC-MONOMER[c]	8.098291756040503e-06	3.879823219364036e-06
ATOD-MONOMER[c]	1.883705724188575e-05	8.809332890278854e-06
ATOS-MONOMER[i]	9.546150856521463e-06	4.854038702116508e-06
ATPA-MONOMER[m]	0.0007539362502526613	0.0004050043884952232
ATPB-MONOMER[i]	0.0004587443137820217	0.0002225618259015962
ATPC-MONOMER[m]	0.00030805847294834373	0.00016093941771697066
ATPD-MONOMER[m]	0.000831579855585017	0.0004710516611715201
ATPE-MONOMER[m]	0.0020693561166534205	0.0010691760825657628
ATPF-MONOMER[m]	0.0004208651628669668	0.0002206169828974058
ATPG-MONOMER[m]	0.00031132577923797324	0.0001636017879111202
ATPH-MONOMER[m]	0.00022382909177618484	0.00011515077733508543
B0070-MONOMER[m]	2.629257689996924e-06	7.89269075937191e-07
B0260-MONOMER[i]	1.2603219100949006e-05	9.46869943975968e-06
B0270-MONOMER[i]	2.002112160365396e-06	9.373772856410809e-07
B0427-MONOMER[i]	3.0021897037063245e-06	1.6961148589608014e-06
B0486-MONOMER[i]	2.9073357463753524e-06	1.0090704880460325e-06
B0511-MONOMER[i]	2.658300949341372e-07	1e-10
B0709-MONOMER[i]	6.162904256214129e-06	2.847868774865579e-06
B0752-MONOMER[i]	1.8130935225621095e-05	9.138386871548527e-06
B0899-MONOMER[c]	4.994875205727013e-05	2.3143098881099342e-05
B1065-MONOMER[i]	3.6559172334233523e-06	2.5743679600341677e-06
B1296-MONOMER[i]	2.4317261799569048e-05	1.282936720048362e-05
B1433-MONOMER[i]	7.840969256955744e-06	1.7361160247646114e-06
B1543-MONOMER[i]	1.236452534592531e-06	3.852945334542913e-07
B1596-MONOMER[i]	2.2337999550801032e-05	1.6478777189420947e-05
B1634-MONOMER[i]	6.161028812300542e-06	3.5902246042282604e-06
B1657-MONOMER[i]	1.03763702213432e-05	4.412649687125762e-06
B1690-MONOMER[i]	6.430775624476369e-07	1e-10
B1828-MONOMER[i]	2.9987094981313826e-06	7.265347624495646e-07
B2077-MONOMER[i]	2.415759673597314e-06	1.9032128163174819e-06
B2098-MONOMER[i]	6.226491470237219e-06	4.135631723560464e-06
B2246-MONOMER[i]	5.246193093749655e-06	3.320098641082593e-06
B2322-MONOMER[i]	3.0065148251570393e-06	1.5345351784236728e-06
B2372-MONOMER[i]	1.028899868507217e-06	2.959421578716062e-07
B2740-MONOMER[i]	2.824587101524846e-06	2.025693848005802e-06
B2771-MONOMER[i]	3.3057544423327767e-07	1e-10
B2845-MONOMER[i]	1.9764669158352655e-06	1.5132431976314316e-06
B2975-MONOMER[i]	1.6923710074127664e-05	8.322964250120587e-06
B3659-MONOMER[i]	1.674878141025416e-06	4.123499651732331e-08
B4141-MONOMER[i]	4.0997062220855815e-06	1.2321830766991904e-06
BADH-MONOMER[c]	3.6172413289625625e-05	1.761049121361478e-05
BAER-MONOMER[c]	1.4397585789148067e-05	7.937492917314684e-06
BAES-MONOMER[i]	1.1027091240860524e-05	5.891550542248114e-06
BARA-MONOMER[i]	6.694867141147471e-06	4.121613154171457e-06
BASR-MONOMER[c]	1.5073763542785092e-05	6.3802264788649325e-06
BASS-MONOMER[i]	7.96735773968667e-06	3.420437804917834e-06
BCCP-MONOMER[c]	0.00016851324032820844	4.475900940838972e-05
BCR-MONOMER[i]	9.609251809083138e-06	4.949268804373041e-06
BETACOMP-MONOMER[c]	0.00012075958165751768	5.773436082562047e-05
BETAGALACTOSID-MONOMER[c]	2.0875453957260258e-06	2.856298193154023e-07
BETT-MONOMER[i]	2.890322376428377e-06	2.102270645361613e-06
BGLF-MONOMER[i]	6.971812177606338e-07	2.340739739509561e-07
BIOTIN-CARBOXYL-MONOMER[c]	0.0004050762147307894	0.00023550006626582598
BIOTIN-SYN-MONOMER[c]	0.00011917905617770979	6.365061268835458e-05
BIOTINLIG-MONOMER[c]	2.088743844929012e-05	7.457417203286546e-06
BRNQ-MONOMER[i]	2.193880068710631e-05	1.1453746972449461e-05
BTUC-MONOMER[m]	4.105475629031516e-06	2.7564326195509075e-06
BTUD-MONOMER[m]	1.4747629654753243e-05	8.939381024528132e-06
BTUE-MONOMER[p]	3.45711544749774e-05	1.8020398063138794e-05
CAIC-MONOMER[c]	2.05308169900516e-06	5.90326904344134e-07
CAIE-MONOMER[c]	1.853894092003532e-06	6.711440345104213e-07
CAIT-MONOMER[i]	2.459009922658923e-06	7.985307527877685e-07
CARBOXYL-TRANSFERASE-ALPHA-MONOMER[c]	0.00025971286998586834	0.0001598776906360658
CARBOXYL-TRANSFERASE-BETA-MONOMER[c]	0.000375876158818093	0.00021524905168106122
CARBPSYN-LARGE[c]	0.0004903926919757233	0.00025543365173189003
CARBPSYN-SMALL[c]	0.00044750594157094307	0.00023524603289800622
CARDIOLIPSYN-MONOMER[m]	2.985502412109592e-05	1.4167927721964188e-05
CARNDEHYDRA-MONOMER[c]	2.489962481312167e-06	1.0572833188665847e-06
CARNRACE-MONOMER[c]	1.6827753065836049e-06	6.084337619904262e-07
CCMA-MONOMER[m]	5.76068244871605e-06	4.275436000176921e-06
CCMB-MONOMER[i]	5.505385236427681e-06	4.07165701782605e-06
CDPDIGLYPYPHOSPHA-MONOMER[i]	1.2071370287707458e-05	7.088730469189026e-06
CDPDIGLYSYN-MONOMER[i]	1.8379144421624295e-05	1.0612348901195054e-05
CELA-MONOMER[c]	7.617456951198439e-06	6.035137072688742e-06
CFA-MONOMER[c]	0.0001822999220955191	0.00012707056721923953
CHAA-MONOMER[i]	2.692513804548482e-05	1.5796884116604938e-05
CHAINF-MONOMER[c]	0.00017639765565820924	9.215373918937472e-05
CHAINI-MONOMER[c]	8.36299973624906e-05	4.289526231249534e-05
CHD-MONOMER[m]	2.15670326164492e-05	9.900350501931576e-06
CHEB-MONOMER[c]	0.00034633058141801557	0.00020906117093588835
CHER-MONOMER[c]	0.00036219778493712737	0.00021557134100018592
CHEW-MONOMER[c]	0.0010800200991466899	0.000586740183722923
CHEY-MONOMER[c]	0.00036449832618287736	0.0002446597698838297
CHEZ-MONOMER[c]	0.00035670277501020713	0.00024719987929478854
CHORISMUTPREPHENDEHYDRAT-MONOMER[c]	0.0004962242424523939	0.00026516137474533126
CHORISMUTPREPHENDEHYDROG-MONOMER[c]	6.48126733101811e-05	4.377229840355458e-05
CHORPYRLY-MONOMER[c]	4.31945023905475e-06	1.7671758450444535e-06
CITSYN-MONOMER[c]	0.0018209373453652205	0.001088220501639198
CMPKI-MONOMER[c]	1.947341758785155e-05	1.0791975662895976e-05
CMTA-MONOMER[i]	6.906442324794795e-07	1e-10
CMTB-MONOMER[c]	7.464754231555263e-07	1e-10
COBALADENOSYLTRANS-MONOMER[c]	2.6779643223498887e-05	1.3263423022728171e-05
COBS-MONOMER[i]	1.3695321966636525e-05	6.573904294967137e-06
COBU-MONOMER[c]	5.477369584130292e-06	2.938616834891741e-06
CODB-MONOMER[i]	0.00010597863624268943	5.4957839522023476e-05
CORA-MONOMER[i]	1.563523276807361e-05	7.745137363009479e-06
CPDB-MONOMER[p]	5.207860859223763e-05	3.305161823962437e-05
CPM-KDOSYNTH-MONOMER[c]	0.00012160698551511827	6.799022294999476e-05
CPXA-MONOMER[i]	2.7409955735672706e-05	1.524869992327791e-05
CPXR-MONOMER[c]	0.00012054821333941556	5.784465690589586e-05
CREB-MONOMER[c]	6.9978886013854305e-06	3.0892513121091218e-06
CREC-MONOMER[i]	5.601987996070719e-06	3.1102677941510607e-06
CROBETREDUCT-MONOMER[c]	9.55807827295601e-07	3.816818687203053e-07
CRR-MONOMER[c]	0.002495016575036765	0.0013569585067537428
CTPSYN-MONOMER[c]	0.0002766574851075344	0.0001260965765469531
CYANLY-MONOMER[c]	3.6394819646173895e-06	2.840159374398751e-06
CYCA-MONOMER[i]	5.785403798743726e-05	2.9020257293101236e-05
CYDA-MONOMER[m]	2.821490686360167e-06	8.208500039038866e-07
CYDB-MONOMER[m]	2.616650647896929e-06	7.812256988375052e-07
CYDC-MONOMER[i]	2.4590965437509356e-05	1.5238009423668879e-05
CYDD-MONOMER[i]	3.262892838028675e-05	1.8831068992432183e-05
CYNX-MONOMER[i]	1.3200161263598947e-06	1.0173432307184035e-06
CYOA-MONOMER[i]	0.0003655516731473067	0.00018242747369177277
CYOB-MONOMER[i]	0.0003242190449692328	0.00016789171231503365
CYOC-MONOMER[i]	0.0003300244689602286	0.00017692304678387433
CYOD-MONOMER[i]	0.00033437271464776115	0.00018123536840579247
CYSA-MONOMER[i]	0.00011596357770015619	7.049955325498113e-05
CYSD-MONOMER[c]	0.00019873005159591216	0.00011098756712306467
CYSN-MONOMER[c]	0.0001785365568502129	0.0001067057965658781
CYSP-MONOMER[p]	0.00012321970386241788	6.1636659292979e-05
CYSS-MONOMER[c]	9.316323235582165e-05	3.824141585261836e-05
CYST-MONOMER[i]	0.00012806122504011152	7.012576655693815e-05
CYSTATHIONINE-BETA-LYASE-MONOMER[c]	9.109796456704876e-05	3.716078010436712e-05
CYSW-MONOMER[i]	0.00012124778484976446	6.847328300223133e-05
CYTDEAM-MONOMER[c]	0.0002112390921796509	0.00011854400649732688
CYTOCHROME-B561-MONOMER[i]	0.00016289296428245113	8.15660219933565e-05
CYTOCHROMEC-MONOMER[p]	3.213794875231385e-06	4.808651110615934e-07
CYTOCHROMEC552-MONOMER[p]	3.098310067493644e-06	3.855680823033111e-07
DALADALALIGA-MONOMER[c]	7.701963776162895e-05	3.648244901800768e-05
DALADALALIGB-MONOMER[c]	2.3409923025621273e-05	1.732808154141668e-05
DALADEHYDROGA-MONOMER[i]	2.468474149497086e-05	1.6478666082216046e-05
DAPASYN-MONOMER[c]	8.785704095983966e-05	4.9115486144578505e-05
DCTA-MONOMER[m]	1.3722479167702878e-05	8.394266945052315e-06
DCTP-DEAM-MONOMER[c]	3.698396617791475e-05	2.1469683319106133e-05
DCUA-MONOMER[i]	0.00011842563333879073	6.070792960346336e-05
DCUB-MONOMER[i]	1.057561291074846e-06	8.05113469987148e-07
DCUC-MONOMER[i]	1.7899501565601127e-06	1.184082004670785e-06
DCUR-MONOMER[c]	1.9784758670820874e-05	6.814180940551906e-06
DCUS-MONOMER[c]	3.144846211399446e-06	1.1542287881650506e-06
DCYSDESULF-MONOMER[c]	0.00011414030887227264	7.19787393617911e-05
DEOA-MONOMER[c]	4.965015722046387e-06	3.126162869051626e-06
DEOXYGLUCONOKIN-MONOMER[c]	9.725047418190341e-05	4.4127634518097894e-05
DETHIOBIOTIN-SYN-MONOMER[c]	8.698485902853818e-05	5.004098783256182e-05
DGTPTRIPHYDRO-MONOMER[c]	1.168652340473087e-05	7.663022662743343e-06
DHHB-METHYLTRANSFER-MONOMER[c]	0.0002750016169653035	0.00015411742984666334
DIACYLGLYKIN-MONOMER[i]	8.031856382645528e-05	4.707174837879385e-05
DIAMINOPIMDECARB-MONOMER[c]	7.502462661083214e-05	4.586858740985977e-05
DIAMINOPIMEPIM-MONOMER[c]	3.083090069584307e-05	1.6593088142168967e-05
DIENOYLCOAREDUCT-MONOMER[c]	3.52167025342657e-06	2.704152292081746e-06
DIHYDRODIPICSYN-MONOMER[c]	0.0003101242994719937	0.0001695938108791479
DIHYDROFOLATEREDUCT-MONOMER[c]	9.825906857798435e-05	4.8422653710998864e-05
DIHYDROOROT-MONOMER[c]	0.0006943635966008411	0.00041757157431047975
DIHYDROOROTOX-MONOMER[c]	8.438537491318132e-05	3.4805470157234315e-05
DIHYDROPICRED-MONOMER[c]	0.0002481564970293821	0.00016207398807778871
DIHYDROPTERIREDUCT-MONOMER[c]	0.00047005868777761864	0.0003028607539912592
DINF-MONOMER[i]	1.095515056762968e-05	5.8352527493950675e-06
DIOHBUTANONEPSYN-MONOMER[c]	0.00016068725668717568	8.813371463153546e-05
DISULFOXRED-MONOMER[p]	0.00032774150666153943	0.0001277456196123515
DLACTDEHYDROGFAD-MONOMER[i]	0.00020422143049172312	9.779761500295133e-05
DMBPPRIBOSYLTRANS-MONOMER[c]	8.838125360187157e-06	4.23517623114574e-06
DMK-MONOMER[i]	1.068673104635475e-05	6.71971690361744e-06
DMSA-MONOMER[i]	2.9782835936504667e-06	1.9064616157484964e-06
DMSB-MONOMER[i]	2.8422027412514284e-06	1.978295816029827e-06
DMSC-MONOMER[i]	5.762464122058964e-06	4.111415822336809e-06
DPPA-MONOMER[p]	0.0005456640567256701	0.0002469629099362382
DPPB-MONOMER[i]	0.000177442637505437	9.143703393141071e-05
DPPC-MONOMER[i]	0.00018898984691170293	9.716660135903348e-05
DPPD-MONOMER[i]	0.00021497832985125373	0.00010673951973687795
DPPF-MONOMER[m]	0.00025257826779906785	0.00012049580453063744
DSBBPROT-MONOMER[i]	0.00012978863644377795	8.064154042968054e-05
DSBC-MONOMER[p]	0.00018197173681733768	9.712866708744555e-05
DSBD-MONOMER[m]	1.8014998958343865e-05	7.488778512041967e-06
DSBG-MONOMER[p]	9.719006749724852e-05	5.162988650739974e-05
DSDX-MONOMER[i]	2.940541737120352e-06	1.0337704591249063e-06
DSERDEAM-MONOMER[c]	2.8362856197800603e-05	1.9078415674144596e-05
DTDPDEHYDRHAMEPIM-MONOMER[c]	4.813244944468033e-05	3.0170610989755464e-05
DTDPDEHYRHAMREDUCT-MONOMER[c]	6.232996168705565e-05	3.126418084492331e-05
DTDPGLUCDEHYDRAT-MONOMER[c]	0.0001137218992864984	6.831138558642384e-05
DTDPGLUCDEHYDRAT2-MONOMER[c]	1.0722631295447666e-05	3.0417746582264323e-06
DTDPGLUCOSEPP-MONOMER[c]	8.853763953447736e-05	6.0608364298837136e-05
DTDPGLUCOSEPP2-MONOMER[c]	1.1171827171035773e-05	4.918791169721591e-06
DTMPKI-MONOMER[c]	0.00023351964181842971	0.00015084227698517844
DUTP-PYROP-MONOMER[c]	0.00020287453990707832	0.00010432692177583623
DXPREDISOM-MONOMER[i]	1.8111845333352156e-05	9.846714127051827e-06
DXS-MONOMER[c]	7.461043581176354e-05	4.4819234997185386e-05
E1O-MONOMER[c]	0.0003100675893922737	0.00020360740252049273
E1P-MONOMER[c]	0.0006747402444366715	0.00038081327560605493
E2O-MONOMER[c]	0.0006985594276880684	0.00047372792898685637
E2P-MONOMER[c]	0.0006761205082750229	0.0003918234783990119
E3-MONOMER[c]	0.0015763202269423512	0.0008916995156068769
EG10003-MONOMER[i]	3.548173467974497e-05	2.327598321824143e-05
EG10004-MONOMER[c]	5.394589621162531e-05	2.6768995362138654e-05
EG10011-MONOMER[c]	9.821384814134584e-05	5.155355662101134e-05
EG10013-MONOMER[m]	1.681582661484704e-05	8.610590194158823e-06
EG10015-MONOMER[i]	8.049402802794702e-05	3.9657845530286164e-05
EG10018-MONOMER[i]	5.20227773874222e-06	3.3258743544679782e-06
EG10021-MONOMER[c]	4.658619624911094e-05	2.4634386106718925e-05
EG10037-MONOMER[c]	6.6332462433602546e-06	5.229161957420427e-06
EG10041-MONOMER[c]	3.104139414822824e-05	1.476460999150939e-05
EG10042-MONOMER[i]	1.146990963940277e-05	5.835585424854796e-06
EG10043-MONOMER[c]	5.7918966054282424e-05	3.0325234987869714e-05
EG10044-MONOMER[i]	0.00014538689547439028	5.352610277619642e-05
EG10047-MONOMER[p]	6.895181947108924e-06	3.414161124152934e-06
EG10048-MONOMER[c]	0.00011327350095495442	5.620173327115896e-05
EG10083-MONOMER[c]	2.2407477007315938e-05	1.4060814160773036e-05
EG10085-MONOMER[c]	5.244540962168422e-06	2.963392177660646e-06
EG10087-MONOMER[c]	7.073788973974999e-06	4.733559579752232e-06
EG10106-MONOMER[i]	6.2044569384892495e-06	2.5171721993286592e-06
EG10108-MONOMER[c]	0.0022321495547278853	0.0012678086169828808
EG10113-MONOMER[c]	0.00017533945867775205	7.196075595405328e-05
EG10114-MONOMER[c]	6.823458766971293e-07	1.391862940873809e-07
EG10116-MONOMER[c]	9.14505526342767e-07	2.239058820582679e-07
EG10119-MONOMER[c]	1.6798255446791948e-05	8.646334131915134e-06
EG10122-MONOMER[c]	1.9276654510729326e-05	1.1100905931001843e-05
EG10124-MONOMER[p]	1.536980332339473e-05	7.244493498420661e-06
EG10125-MONOMER[c]	0.00023632489772660607	0.00012917703668301374
EG10126-MONOMER[m]	5.8372890156377594e-05	2.1170717767045546e-05
EG10136-MONOMER[c]	1.8466335159777474e-05	1.025993085394839e-05
EG10145-MONOMER[i]	4.843113802377849e-06	2.4478759608221475e-06
EG10153-MONOMER[c]	5.072102891959845e-05	2.6569848516098244e-05
EG10154-MONOMER[c]	1.323028535889889e-05	7.239375991081853e-06
EG10155-MONOMER[o]	0.0012376087516935727	0.0007144608506140182
EG10156-MONOMER[c]	0.00022556638597743848	0.00012240581000382228
EG10158-MONOMER[c]	0.00023593109421228512	9.773184955019358e-05
EG10159-MONOMER[c]	0.00016807686804511037	7.440279842514418e-05
EG10167-MONOMER[i]	3.837768488587263e-05	2.073707648752366e-05
EG10168-MONOMER[p]	6.011311355762873e-05	4.0498918722826884e-05
EG10169-MONOMER[i]	3.209639512160024e-05	1.6087397592828835e-05
EG10201-MONOMER[p]	0.00018172996019568806	8.622732896995887e-05
EG10202-MONOMER[p]	1.8898009168121446e-05	1.095577492149532e-05
EG10203-MONOMER[p]	6.318406493374459e-05	3.4272381184727195e-05
EG10204-MONOMER[c]	6.74499466215985e-06	3.927078302132804e-06
EG10210-MONOMER[c]	1.4937623717913759e-05	4.1588326983074515e-06
EG10211-MONOMER[c]	1.5629512663850403e-05	8.767717719706147e-06
EG10212-MONOMER[c]	9.985949116385486e-05	4.375526884635325e-05
EG10215-MONOMER[c]	0.00014701080945314906	9.130583636752359e-05
EG10216-MONOMER[i]	2.6714818602709278e-05	1.5730568974667447e-05
EG10218-MONOMER[m]	2.8604642493023322e-05	1.640116077703632e-05
EG10226-MONOMER[c]	0.000262398661280828	0.00015558966741449377
EG10227-MONOMER[c]	4.6203535884523615e-07	3.347906495390538e-07
