Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
11,4295,0.00824833976018876,0.00115516076611832,0.00120269040128961,0.00133515751308691,2.84053857949195,2.78129517217226,2.63071005781385,-0.0592434073196841,-0.209828521678097,-0.150585114358413,6.1610760898084e-10,0.00012666973744818,True,,,,,,,SPOA0398,,,,1,SPO_RS21850,0.0,
12,1862,0.0195710428393988,0.00500053639168404,0.00611275176857616,0.00707282790473227,1.96958074063294,1.68091339910572,1.46869163476019,-0.288667341527219,-0.50088910587275,-0.212221764345531,7.01305955719254e-10,0.000138185168125287,True,0.0,0.0,0.0,0.0089,,,SPO1860,K07093,,"Secreted phosphatase, PhoX family (PhoX) (PDB:3ZWU)",1,SPO_RS09455,0.0,
13,3148,0.0934356035054579,0.0165623138355052,0.0130940646295604,0.0894587121817615,2.50166122610736,2.83618391944395,0.0624930011235416,0.334522693336596,-2.43916822498381,-2.77369091832041,7.39383104803779e-10,0.000149700598802395,True,0.0,0.0,,,,,SPO3152,K17865,Ethylmalonyl pathway,Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8),1,SPO_RS15970,0.0,
14,3012,0.0360524639960115,0.00851408189949455,0.0116923234559332,0.0305021928214846,2.08820223072257,1.62573507909045,0.24123922994815,-0.462467151632115,-1.84696300077442,-1.3844958491423,1.0460010961164e-09,0.000161216029479502,True,0.0001,0.0001,0.008,0.025,,,SPO3015,K03576,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS15285,0.0,
15,351,0.0324241576219323,0.00459713062319444,0.00283743448176937,0.0304892132993152,2.82242018892256,3.5186694830698,0.0875081326091651,0.696249294147241,-2.73491205631339,-3.43116135046064,1.33732791818335e-09,0.000172731460156609,True,0.0,0.0,,,,,SPO0352,K14451,Ethylmalonyl pathway,Citrate lyase beta subunit (CitE) (PDB:4ROQ),1,SPO_RS01790,0.0,
16,1063,0.00055594889605796,0.00742526462168419,0.00225296684764549,0.000542746764118344,-3.74770592027741,-2.02126809817403,0.026643846062095,1.72643782210338,3.77434976633951,2.04791194423612,1.36064915305253e-09,0.000184246890833717,True,,,,,,,SPO1063,,,"Forkhead associated (FHA) domain, binds pSer, pThr, pTyr (FHA) (PDB:2FEZ)",1,SPO_RS05395,0.0,
17,2266,0.00356112716799821,0.000138266662362288,0.000605510995274165,0.000944980896002827,4.78035487447572,2.56231637067293,1.91877879113017,-2.21803850380279,-2.86157608334554,-0.643537579542757,1.72475236037124e-09,0.000195762321510824,True,,,,,,,SPO2263,,,,1,SPO_RS11480,0.0,
18,692,0.0881201920966673,0.00389555285999183,0.00289869240740646,0.0606991223758562,4.50572693240328,4.92811311320419,0.53847045511134,0.422386180800909,-3.96725647729194,-4.38964265809285,1.7992560724755e-09,0.000207277752187931,True,0.0,0.0,0.0,,,,SPO0693,K14448,Ethylmalonyl pathway,Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),1,SPO_RS03500,18.0,"RXN-13615, RXN-14229, RXN-14278, BUTYRYL-COA-DEHYDROGENASE-RXN, ACYLCOADEHYDROG-RXN, RXN-17783, RXN-17779, RXN-17775, RXN-9526, RXN-9538, RXN-9530, RXN-9521, RXN-22455, RXN-9542, RXN-9515, RXN-9534, ENOYL-ACP-REDUCT-NADPH-RXN, RXN-8959"
19,200,0.0056308106968483,0.000404154026119404,0.000625536559957641,0.00131469314174368,3.80503599189169,3.17461087411411,2.10253970991097,-0.630425117777583,-1.70249628198072,-1.07207116420314,2.22472242332316e-09,0.000218793182865039,True,,,,,,,SPO0202,K02383,,"Flagellar motility protein MotE, a chaperone for MotC folding (MotE) (PUBMED:15101977)",1,SPO_RS01030,0.0,
20,1811,0.0166784129251668,0.00144079057886131,0.00173515303414318,0.0105311460375186,3.53253927842066,3.26550360693837,0.662818948303275,-0.26703567148229,-2.86972033011738,-2.60268465863509,2.72094853600648e-09,0.000230308613542146,True,,0.0,0.0001,,,,SPO1809,K07182,,"Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains",1,SPO_RS09205,0.0,
21,1845,0.00978649695962639,0.00505179431930261,0.00341302949348881,0.0159429925427243,0.95433168218853,1.52018591096617,-0.703824238118133,0.565854228777644,-1.65815592030666,-2.2240101490843,2.82927014321657e-09,0.000241824044219253,True,0.0125,0.0077,0.0036,,,,SPO1843,K00820,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain (AgaS) (PDB:3C3J) (PUBMED:16153181)",1,SPO_RS09375,0.0,
22,2568,0.329136329103981,0.0456213138320402,0.0224782442236939,0.138201346247684,2.85710912262432,3.8778232598335,1.25430802267045,1.02071413720917,-1.60280109995387,-2.62351523716304,2.88904558899502e-09,0.000253339474896361,True,0.0,0.0,0.0,0.0256,,,SPO2573,K21395,,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)",1,SPO_RS13055,0.0,
23,340,0.0351080048407797,0.00727416980846342,0.00375396862466306,0.0196136272079364,2.27146384738167,3.22813354896642,0.842534819993936,0.956669701584753,-1.42892902738773,-2.38559872897248,4.26358665472733e-09,0.000264854905573468,True,0.0,0.0,0.0,0.0046,,,SPO0343,K00658,"Citrate cycle (TCA cycle, Krebs cycle)","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)",1,SPO_RS01740,1.0,RXN0-1147
24,2314,0.0574961690692129,0.01546951072132,0.00792014650164598,0.0440192722046779,1.89623098415301,2.86742329069945,0.386273631296802,0.97119230654644,-1.50995735285621,-2.48114965940265,4.63192331510063e-09,0.000276370336250575,True,0.0,0.0,0.0001,0.0013,,,SPO2312,K01681,"Citrate cycle (TCA cycle, Krebs cycle)",Aconitase A (AcnA) (PDB:1ACO),1,SPO_RS11715,3.0,"RXN-14047, ACONITATEDEHYDR-RXN, ACONITATEHYDR-RXN"
25,3777,0.0776954633690657,0.00383995016702043,0.00432974960249314,0.00336830573610689,4.33787253874284,4.16578559532666,4.53110918214973,-0.172086943416183,0.193236643406887,0.365323586823071,4.86634302912353e-09,0.000287885766927683,True,,,,,,,SPO3775,K02033,,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)",1,SPO_RS19160,0.0,
26,2815,0.0881403211810369,0.0332946742600381,0.0258528002728768,0.0707800192737736,1.40540821547487,1.77445576180191,0.316680345316799,0.369047546327039,-1.08872787015807,-1.45777541648511,5.05714353565378e-09,0.00029940119760479,True,0.0,0.0,0.0001,0.0062,,,SPO2819,K00325,,NAD/NADP transhydrogenase beta subunit (PntB) (PDB:1D4O),1,SPO_RS14320,1.0,PYRNUTRANSHYDROGEN-RXN
27,1060,0.000344745681644282,0.00639289380332844,0.00206430354186597,0.000344214063739453,-4.21414810427893,-2.58225921485747,0.00488515948215528,1.63188888942145,4.21903326376108,2.58714437433962,5.4996160261581e-09,0.000310916628281897,True,,,,,,,SPO1060,,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)",1,SPO_RS05380,0.0,
28,3844,0.00674774639674426,0.00335029178381938,0.0530343267647783,0.0027891788783762,1.01344144483546,-2.98243389254068,1.26616667774031,-3.99587533737615,0.252725232904847,4.248600570281,5.61816920571723e-09,0.000322432058959005,True,,0.0001,,0.0001,,,SPO3842,K22737,,"Rubrerythrin, includes spore coat protein YhjR (YhjR) (PDB:2E0Z)",1,SPO_RS19495,0.0,
29,3776,0.362931708971631,0.00406164355773077,0.0042348600367146,0.00685340525907207,6.47960648013553,6.42033141152062,5.73956916903643,-0.0592750686149088,-0.740037311099102,-0.680762242484193,5.67649706195181e-09,0.000333947489636112,True,0.0,0.0,0.0,,,,SPO3774,K02035,,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)",1,SPO_RS19155,0.0,
30,196,0.00461082550660094,0.000290035009541604,0.000493283091772352,0.000850441315492975,3.99133190093616,3.224740951161,2.44118897792684,-0.76659094977516,-1.55014292300932,-0.78355197323416,5.67685354533069e-09,0.000345462920313219,True,,,,,,,SPO0198,,,Flagellar biosynthesis/type III secretory pathway protein FliH (FliH) (PDB:5B0O),1,SPO_RS01010,0.0,
31,2556,0.0104526185675366,0.00495260720227956,0.00448375409425946,0.00568035171876196,1.07816478052509,1.22236496623079,0.879901835402592,0.144200185705704,-0.198262945122499,-0.342463130828203,6.50490275783164e-09,0.000356978350990327,True,0.0,0.0,0.0,0.0119,,,SPO2561,K21948,,"D-threonate/D-erythronate kinase OtnK and related C4-acid sugar kinases, YgbK/DUF1537 family (OtnK) (PDB:1YZY) (PUBMED:27402745)",1,SPO_RS12990,0.0,
32,202,0.00731878113553568,0.00162727297275511,0.00206838398557069,0.00239996701763832,2.16927861639096,1.823897538993,1.61324307804978,-0.345381077397952,-0.556035538341172,-0.210654460943219,6.77403861737537e-09,0.000368493781667434,True,,,,,,,SPO0204,,,,1,SPO_RS01040,0.0,
33,1558,0.00221797654652103,0.000463813437656779,0.00035978537712306,0.00044219403898583,2.26068738546049,2.63262536593946,2.33747244824874,0.371937980478971,0.0767850627882467,-0.295152917690725,7.44337857710121e-09,0.000380009212344541,True,,,,,,,SPO1555,K22515,,"NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)!!!NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)",1,SPO_RS07915,0.0,
34,1549,0.0135760664279358,0.00459181464370432,0.00129966026453637,0.00641931207715867,1.56703521397733,3.39339478937266,1.08188935611163,1.82635957539532,-0.485145857865702,-2.31150543326103,7.67485354072047e-09,0.000391524643021649,True,,,,,,,SPO1546,K02031,,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)",1,SPO_RS07870,0.0,
35,1813,0.052187698854084,0.00250814458069201,0.00195283673272792,0.0394432786324905,4.39361818641494,4.74062699305142,0.403779934466538,0.347008806636482,-3.9898382519484,-4.33684705858489,7.80619719428915e-09,0.000403040073698756,True,,,,,,,SPO1811,,,"Uncharacterized membrane protein, DUF4212 domain",1,SPO_RS09215,0.0,
36,2289,1.11613544044741,0.283925496041582,0.40957510466277,0.287307058340971,1.97947948423064,1.44588118592717,1.95888466220651,-0.53359829830347,-0.020594822024132,0.513003476279338,1.00101981179545e-08,0.000414555504375863,True,0.0,0.0,0.0,0.0038,,,SPO2287,,,N-acyl-homoserine lactone synthase LasI (autoinducer biosynthesis) (LasI) (PDB:1K4J),1,SPO_RS11595,7.0,"RXN-10020, RXN-10022, RXN-10023, RXN-10026, RXN-10024, 2.3.1.184-RXN, RXN-10025"
37,343,0.0335340599499818,0.00766263869606291,0.00421091629358788,0.0237188724933495,2.12984834321352,2.9933615553633,0.49787833104641,0.863513212149785,-1.63197001216711,-2.49548322431689,1.10740604609265e-08,0.000426070935052971,True,,,,,,,SPO0345,,,"Uncharacterized membrane protein YhaH, DUF805 family (yhaH)",1,SPO_RS01755,0.0,
38,345,0.0624331361881217,0.0123786792784043,0.00796478996524746,0.05144682993954,2.33463582378694,2.97896603235843,0.281200805002809,0.644330208571483,-2.05343501878413,-2.69776522735562,1.20034329084752e-08,0.000437586365730078,True,0.0,0.0,0.0017,,,,SPO0346a,,,,1,SPO_RS22730,0.0,
39,4212,0.0612876895618857,0.0122392734254899,0.00861508307213889,0.0415590480233327,2.32814578506267,2.83606002108287,0.560491174358963,0.507914236020198,-1.76765461070371,-2.2755688467239,1.31476289722982e-08,0.000449101796407185,True,0.0,0.0,0.0,,,,SPOA0315,,,Monomeric isocitrate dehydrogenase (IcdM) (PDB:1ITW),1,SPO_RS21415,3.0,"ISOCITDEH-RXN, RXN-9951, RXN-8642"
40,854,0.00292985078575729,0.0520622723257539,0.0428630502282006,0.0306117956078754,-4.15292122988031,-3.87231332542737,-3.38512329731858,0.280607904452944,0.767797932561731,0.487190028108787,1.52647928975392e-08,0.000460617227084292,True,,,,0.0009,,,SPO0855,K00854,Glucuronate pathway (uronate pathway),Sugar (pentulose or hexulose) kinase (XylB) (PDB:4C23),1,SPO_RS04310,1.0,XYLULOKIN-RXN
41,3607,0.126250440451423,0.00858191196440117,0.00523472328908768,0.111687851150843,3.87682151142302,4.59336203651646,0.174109065832735,0.716540525093448,-3.70271244559028,-4.41925297068373,1.53336840316458e-08,0.0004721326577614,True,0.0,0.0,0.0454,,,,SPO3608,K08691,Ethylmalonyl pathway,Citrate lyase beta subunit (CitE) (PDB:4ROQ),1,SPO_RS18280,2.0,"MALYL-COA-LYASE-RXN, RXN-8961"
42,2201,0.00620495521571163,0.00121696467370265,0.00102036088531594,0.00622405227705391,2.35329107221073,2.60420088692515,-0.00365309877348796,0.250909814714418,-2.35694417098422,-2.60785398569864,1.61515264421557e-08,0.000483648088438507,True,,0.0019,,,,,SPO2198,K00134,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF),1,SPO_RS11145,1.0,GAPOXNPHOSPHN-RXN
43,354,0.0406633895576585,0.00874831378187877,0.00843727105214865,0.0324528662732908,2.21884868610015,2.27447476244707,0.327321472733014,0.0556260763469227,-1.89152721336713,-1.94715328971406,2.15377129166549e-08,0.000495163519115614,True,0.0,0.0,0.0007,,,,SPO0355,K14449,Ethylmalonyl pathway,Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8),1,SPO_RS01805,0.0,
44,342,0.0269148082635379,0.00834299281370727,0.00625949940360532,0.0170960888692387,1.69003401313338,2.10472438783236,0.655607866755317,0.414690374698988,-1.03442614637806,-1.44911652107705,2.28877226806245e-08,0.000506678949792722,True,0.0001,0.0,0.0007,,,,SPO0344a,,,Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW),1,SPO_RS01750,0.0,
45,2261,0.00410173675568822,0.000167996642684466,0.000584564023110781,0.000859789234727383,4.62028636778449,2.81665168603636,2.27307540441668,-1.80363468174812,-2.3472109633678,-0.543576281619685,2.52117630869885e-08,0.000518194380469829,True,,,,,,,SPO2258,,,,1,SPO_RS11455,0.0,
46,1061,0.000558140627910364,0.0106344841772821,0.00311615991406799,0.000617693430550523,-4.25387013445743,-2.47641564920891,-0.148442327891604,1.77745448524852,4.10542780656582,2.3279733213173,2.57973180752598e-08,0.000529709811146936,True,,,,0.0001,,,SPO1061,,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)!!!Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain (XkdP) (PDB:5FIM) (PUBMED:27112601)",1,SPO_RS05385,0.0,
47,2757,0.0253693070337664,0.0101885627616672,0.0108688383889372,0.0168795584785176,1.31585373817951,1.22279491529181,0.588061233304165,-0.0930588228876985,-0.727792504875348,-0.63473368198765,2.60661384415973e-08,0.000541225241824044,True,0.0,0.0,0.0,,,,SPO2762,K03524,,Biotin-(acetyl-CoA carboxylase) ligase (BirA2) (PDB:1BIA) (PUBMED:32188788),1,SPO_RS14030,3.0,"BIOTINLIG-RXN, RXN0-7192, RXN-22002"
48,4129,0.00910962309669967,0.00143670662942062,0.00383104263816304,0.00377322468257671,2.66507928506613,1.2515767926281,1.27508898966773,-1.41350249243803,-1.3899902953984,0.0235121970396292,2.72817030515175e-08,0.000552740672501151,True,0.0,0.0,0.0,0.0,,,SPOA0231,K02002,,"ABC-type proline/glycine betaine transport system, periplasmic component (ProX) (PDB:1R9L)",1,SPO_RS20990,0.0,
49,3268,0.00756107076092725,0.00347220307167589,0.00400539148243797,0.00303755294777005,1.12370137628402,0.917056694260642,1.31768450733761,-0.206644682023378,0.193983131053595,0.400627813076973,2.73135014512468e-08,0.000564256103178258,True,0.0,0.0,0.0,0.0131,,,SPO3272,K22083,,Glutamate synthase domain 2 (GltB2) (PDB:1EA0),1,SPO_RS16570,0.0,
50,2835,0.0112594092476965,0.00464279184370489,0.00166097496369387,0.00706427860416321,1.27827681701765,2.78244464066866,0.674439257616853,1.50416782365101,-0.603837559400796,-2.1080053830518,2.78162616576536e-08,0.000575771533855366,True,0.0,0.0,0.0,0.0,,,SPO2839,K01638,Glyoxylate cycle,Malate synthase (AceB) (PDB:1D8C),1,SPO_RS14420,1.0,MALSYN-RXN
51,3910,0.00278937065452495,0.00222333399724406,0.00178623938125882,0.00534658734384345,0.326661597880628,0.64407934475259,-0.940599487830065,0.317417746871962,-1.26726108571069,-1.58467883258265,2.86218312748029e-08,0.000587286964532473,True,,,0.0243,,,,SPOA0012,,,Adenylate kinase or related kinase (Adk) (PDB:1AK2),1,SPO_RS19840,0.0,
52,3870,0.051806256264019,0.0121192102090138,0.0152075473279389,0.0379965828001981,2.09641458208866,1.77006319117971,0.449259192068684,-0.32635139090894,-1.64715539001997,-1.32080399911103,2.94501580935315e-08,0.00059880239520958,True,0.0,0.0,0.0001,,,,SPO3868,,,"RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains (RocR)",1,SPO_RS19630,0.0,
53,1014,0.00754042620118705,0.00159121430865552,0.0011672949623019,0.0021511737177284,2.24641211563068,2.69219298025654,1.80816231479508,0.445780864625859,-0.438249800835599,-0.884030665461459,3.38324116368281e-08,0.000610317825886688,True,,0.0035,,,,,SPO1015,,,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",1,SPO_RS05110,1.0,3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
54,1850,0.000923823993757094,0.00408265678845766,0.0018087839589735,0.00208745205122934,-2.1433538227322,-0.967075035145216,-1.17482088226177,1.17627878758698,0.968532940470426,-0.207745847116559,3.92115073637551e-08,0.000621833256563795,True,,,,,,,SPO1848,K01996,,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",1,SPO_RS09400,0.0,
55,21,0.0105590466752721,0.003773684850738,0.00662200378248277,0.00445466030499912,1.48794305004131,0.672750812017873,1.24482911910186,-0.815192238023443,-0.24311393093945,0.572078307083993,4.69796459895219e-08,0.000633348687240902,True,,,,,,,SPO0021,K20976,,HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT),1,SPO_RS00105,0.0,
56,2621,0.0677903650940901,0.00464212483372333,0.00522106686543012,0.0191534251812068,3.86993701719027,3.72450938320643,1.82505619642757,-0.145427633983831,-2.04488082076269,-1.89945318677885,5.19259372980663e-08,0.00064486411791801,True,,,,,,,SPO2626,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS13320,0.0,
57,2640,0.0256201974589175,0.00698833774715245,0.00854067281538889,0.0158164961378579,1.87418204405399,1.5862298735674,0.696483812419329,-0.287952170486585,-1.17769823163466,-0.889746061148079,5.22256041065986e-08,0.000656379548595117,True,0.0,0.0,0.0,,,,SPO2645,K01318,,V8-like Glu-specific endopeptidase (eMpr),1,SPO_RS22260,0.0,
58,344,0.0661533541167623,0.0115619708360826,0.00561094199300095,0.0442037459453409,2.52121313508107,3.56130361671635,0.585932763006131,1.04009048163528,-1.93528037207493,-2.97537085371022,5.44845346463276e-08,0.000667894979272224,True,0.0,0.0,0.0001,,,,SPO0346,K01902,"Citrate cycle (TCA cycle, Krebs cycle)","Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)",1,SPO_RS01760,1.0,SUCCCOASYN-RXN
59,2411,0.00132340748438197,0.00183503452894233,0.00238188836843231,0.00109890847889367,-0.470693417288369,-0.847745648692537,0.269006376581975,-0.377052231404167,0.739699793870345,1.11675202527451,5.90953878164869e-08,0.000679410409949332,True,,,,,,,SPO2414,K18983,,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),1,SPO_RS12265,0.0,
60,1069,0.00167915109676184,0.0164308891711202,0.00540421877758013,0.00251359349693663,-3.28887079757981,-1.68691639154506,-0.579437366032253,1.60195440603474,2.70943343154755,1.10747902551281,5.93371433793811e-08,0.000690925840626439,True,0.0,0.0307,,0.0001,,,SPO1069,,,Double Era-like domain GTPase Der (Der) (PDB:1MKY),1,SPO_RS05425,0.0,
61,1547,0.00905709822788815,0.00218999406191262,0.00106652757996364,0.00374416527672979,2.05063332838491,3.08705293735333,1.28237690076993,1.03641960896842,-0.768256427614971,-1.8046760365834,6.92084121405163e-08,0.000702441271303546,True,,,,,,,SPO1544,K02033,,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)",1,SPO_RS07860,0.0,
62,54,0.0101871916346694,0.00186618862063322,0.00346249199592727,0.00375153476519395,2.45037905288494,1.55571255949564,1.44367787702023,-0.8946664933893,-1.00670117586471,-0.11203468247541,7.12685651723054e-08,0.000713956701980654,True,,,,,,,SPO0054,K03630,,"DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif (RadC) (PDB:2QLC) (PUBMED:9695921)",1,SPO_RS00275,0.0,
